Date,Oxygen saturation(%),Time REM(hr),Time asleep(hr),Time awake(hr),Time core(hr),Time deep(hr),Time in bed(hr)
2023-01-31 05:36:36 - 2023-01-31 05:59:36,,0.383,,,,,
2023-01-31 05:42:52,0.960,,,,,,
2023-01-31 05:59:36 - 2023-01-31 06:50:36,,,,,0.850,,
2023-01-31 06:50:36 - 2023-01-31 06:51:06,,,,0.008,,,
2023-01-31 06:51:06 - 2023-01-31 07:37:06,,,,,0.767,,
2023-01-31 06:51:06 - 2023-01-31 09:07:36,,,,,,,2.275
2023-01-31 07:12:54,0.940,,,,,,
2023-01-31 07:37:06 - 2023-01-31 08:10:06,,0.550,,,,,
2023-01-31 08:10:06 - 2023-01-31 09:07:36,,,,,0.958,,
2023-01-31 08:12:55,0.920,,,,,,
2023-01-31 08:42:56,0.960,,,,,,
2023-01-31 09:07:36 - 2023-01-31 09:09:06,,,,0.025,,,
2023-01-31 09:09:06 - 2023-01-31 09:13:36,,,,,0.075,,
2023-01-31 09:09:06 - 2023-01-31 11:46:36,,,,,,,2.625
2023-01-31 09:13:36 - 2023-01-31 09:33:06,,0.325,,,,,
2023-01-31 09:19:42,0.970,,,,,,
2023-01-31 09:33:06 - 2023-01-31 10:26:36,,,,,0.892,,
2023-01-31 09:49:43,0.990,,,,,,
2023-01-31 10:20:14,0.960,,,,,,
2023-01-31 10:26:36 - 2023-01-31 11:08:06,,0.692,,,,,
2023-01-31 10:50:14,0.990,,,,,,
2023-01-31 11:08:06 - 2023-01-31 11:46:36,,,,,0.642,,
2023-01-31 11:20:15,0.980,,,,,,
2023-01-31 11:46:36 - 2023-01-31 11:47:06,,,,0.008,,,
2023-01-31 11:47:06 - 2023-01-31 12:03:06,,,,,0.267,,0.267
2023-01-31 12:20:18,1.000,,,,,,
2023-01-31 12:50:19,0.980,,,,,,
2023-01-31 18:15:23,0.990,,,,,,
2023-02-01 01:09:20 - 2023-02-01 01:11:08,,,,,,,0.030
2023-02-01 01:54:34,0.980,,,,,,
2023-02-01 02:25:03,0.930,,,,,,
2023-02-01 02:26:50 - 2023-02-01 02:28:50,,,,,0.033,,0.033
2023-02-01 02:28:50 - 2023-02-01 02:29:50,,,,0.017,,,
2023-02-01 02:29:50 - 2023-02-01 02:43:50,,,,,0.233,,0.233
2023-02-01 02:43:50 - 2023-02-01 02:45:50,,,,0.033,,,
2023-02-01 02:45:50 - 2023-02-01 02:50:20,,,,,0.075,,0.075
2023-02-01 02:50:20 - 2023-02-01 02:52:50,,,,0.042,,,
2023-02-01 02:50:27 - 2023-02-01 07:50:00,,,,,,,4.993
2023-02-01 02:52:50 - 2023-02-01 03:16:50,,,,,0.400,,
2023-02-01 02:52:50 - 2023-02-01 07:25:20,,,,,,,4.542
2023-02-01 02:55:28,0.980,,,,,,
2023-02-01 03:16:50 - 2023-02-01 03:25:20,,,,,,0.142,
2023-02-01 03:25:20 - 2023-02-01 03:28:50,,,,,0.058,,
2023-02-01 03:25:29,0.980,,,,,,
2023-02-01 03:28:50 - 2023-02-01 03:56:50,,,,,,0.467,
2023-02-01 03:55:30,0.980,,,,,,
2023-02-01 03:56:50 - 2023-02-01 04:04:50,,,,,0.133,,
2023-02-01 04:04:50 - 2023-02-01 04:16:20,,0.192,,,,,
2023-02-01 04:16:20 - 2023-02-01 04:42:50,,,,,0.442,,
2023-02-01 04:25:58,0.980,,,,,,
2023-02-01 04:42:50 - 2023-02-01 04:52:20,,,,,,0.158,
2023-02-01 04:52:20 - 2023-02-01 04:56:50,,,,,0.075,,
2023-02-01 04:55:59,0.980,,,,,,
2023-02-01 04:56:50 - 2023-02-01 04:59:50,,,,,,0.050,
2023-02-01 04:59:50 - 2023-02-01 05:22:50,,,,,0.383,,
2023-02-01 05:22:50 - 2023-02-01 05:26:50,,,,,,0.067,
2023-02-01 05:26:00,0.960,,,,,,
2023-02-01 05:26:50 - 2023-02-01 05:32:20,,,,,0.092,,
2023-02-01 05:32:20 - 2023-02-01 06:10:50,,0.642,,,,,
2023-02-01 05:56:01,0.950,,,,,,
2023-02-01 06:10:50 - 2023-02-01 06:56:20,,,,,0.758,,
2023-02-01 06:56:02,0.960,,,,,,
2023-02-01 06:56:20 - 2023-02-01 06:57:50,,,,,,0.025,
2023-02-01 06:57:50 - 2023-02-01 07:25:20,,,,,0.458,,
2023-02-01 07:25:20 - 2023-02-01 07:25:50,,,,0.008,,,
2023-02-01 07:25:50 - 2023-02-01 08:51:20,,,,,1.425,,
2023-02-01 07:25:50 - 2023-02-01 09:26:50,,,,,,,2.017
2023-02-01 07:26:03,0.980,,,,,,
2023-02-01 07:56:04,0.950,,,,,,
2023-02-01 08:36:49,0.960,,,,,,
2023-02-01 08:51:20 - 2023-02-01 09:26:50,,0.592,,,,,
2023-02-01 09:26:50 - 2023-02-01 09:27:20,,,,0.008,,,
2023-02-01 09:27:20 - 2023-02-01 09:45:50,,,,,0.308,,0.308
2023-02-01 09:36:50,0.950,,,,,,
2023-02-01 09:45:50 - 2023-02-01 09:46:50,,,,0.017,,,
2023-02-01 09:46:50 - 2023-02-01 10:11:20,,,,,0.408,,0.408
2023-02-01 10:11:20 - 2023-02-01 10:11:50,,,,0.008,,,
2023-02-01 10:11:50 - 2023-02-01 10:20:20,,,,,0.142,,
2023-02-01 10:11:50 - 2023-02-01 10:48:20,,,,,,,0.608
2023-02-01 10:20:20 - 2023-02-01 10:20:50,,0.008,,,,,
2023-02-01 10:20:50 - 2023-02-01 10:21:50,,,,,0.017,,
2023-02-01 10:21:50 - 2023-02-01 10:33:50,,0.200,,,,,
2023-02-01 10:33:50 - 2023-02-01 10:48:20,,,,,0.242,,
2023-02-01 10:37:19,0.970,,,,,,
2023-02-01 11:17:19,0.970,,,,,,
2023-02-01 11:47:30,0.990,,,,,,
2023-02-01 15:02:39,0.950,,,,,,
2023-02-01 15:33:12,1.000,,,,,,
2023-02-01 16:03:13,0.990,,,,,,
2023-02-01 16:33:14,0.940,,,,,,
2023-02-01 17:04:22,1.000,,,,,,
2023-02-02 00:33:47 - 2023-02-02 00:46:23,,,,,,,0.210
2023-02-02 01:20:16,1.000,,,,,,
2023-02-02 01:31:27 - 2023-02-02 01:47:23,,,,,,,0.266
2023-02-02 01:53:31,1.000,,,,,,
2023-02-02 02:12:54 - 2023-02-02 07:50:00,,,,,,,5.618
2023-02-02 02:25:07 - 2023-02-02 02:27:37,,,,,0.042,,0.042
2023-02-02 02:27:37 - 2023-02-02 02:28:37,,,,0.017,,,
2023-02-02 02:28:37 - 2023-02-02 02:45:07,,,,,0.275,,0.275
2023-02-02 02:45:07 - 2023-02-02 02:48:37,,,,0.058,,,
2023-02-02 02:48:37 - 2023-02-02 03:01:07,,,,,0.208,,
2023-02-02 02:48:37 - 2023-02-02 08:31:07,,,,,,,5.708
2023-02-02 02:53:32,0.970,,,,,,
2023-02-02 03:01:07 - 2023-02-02 03:32:37,,,,,,0.525,
2023-02-02 03:23:33,0.960,,,,,,
2023-02-02 03:32:37 - 2023-02-02 04:04:37,,,,,0.533,,
2023-02-02 03:53:34,0.990,,,,,,
2023-02-02 04:04:37 - 2023-02-02 04:19:07,,0.242,,,,,
2023-02-02 04:19:07 - 2023-02-02 04:52:37,,,,,0.558,,
2023-02-02 04:23:35,0.990,,,,,,
2023-02-02 04:52:37 - 2023-02-02 05:00:07,,,,,,0.125,
2023-02-02 05:00:07 - 2023-02-02 05:10:37,,,,,0.175,,
2023-02-02 05:03:23,0.970,,,,,,
2023-02-02 05:10:37 - 2023-02-02 05:19:37,,,,,,0.150,
2023-02-02 05:19:37 - 2023-02-02 05:29:37,,,,,0.167,,
2023-02-02 05:29:37 - 2023-02-02 05:45:37,,0.267,,,,,
2023-02-02 05:33:24,1.000,,,,,,
2023-02-02 05:45:37 - 2023-02-02 06:15:07,,,,,0.492,,
2023-02-02 06:03:25,0.970,,,,,,
2023-02-02 06:15:07 - 2023-02-02 06:21:07,,,,,,0.100,
2023-02-02 06:21:07 - 2023-02-02 06:33:37,,,,,0.208,,
2023-02-02 06:33:26,0.970,,,,,,
2023-02-02 06:33:37 - 2023-02-02 06:36:37,,,,,,0.050,
2023-02-02 06:36:37 - 2023-02-02 07:08:37,,,,,0.533,,
2023-02-02 07:08:37 - 2023-02-02 07:46:37,,0.633,,,,,
2023-02-02 07:33:53,1.000,,,,,,
2023-02-02 07:46:37 - 2023-02-02 08:25:07,,,,,0.642,,
2023-02-02 08:07:58,0.980,,,,,,
2023-02-02 08:25:07 - 2023-02-02 08:30:37,,,,,,0.092,
2023-02-02 08:30:37 - 2023-02-02 08:31:07,,,,,0.008,,
2023-02-02 08:31:07 - 2023-02-02 08:32:07,,,,0.017,,,
2023-02-02 08:32:07 - 2023-02-02 09:08:37,,,,,0.608,,
2023-02-02 08:32:07 - 2023-02-02 11:13:37,,,,,,,2.692
2023-02-02 09:08:37 - 2023-02-02 09:25:37,,0.283,,,,,
2023-02-02 09:25:37 - 2023-02-02 10:24:37,,,,,0.983,,
2023-02-02 09:38:47,0.960,,,,,,
2023-02-02 10:08:48,0.970,,,,,,
2023-02-02 10:24:37 - 2023-02-02 10:53:37,,0.483,,,,,
2023-02-02 10:41:43,0.960,,,,,,
2023-02-02 10:53:37 - 2023-02-02 11:13:37,,,,,0.333,,
2023-02-02 11:13:37 - 2023-02-02 11:14:37,,,,0.017,,,
2023-02-02 11:14:37 - 2023-02-02 11:19:07,,,,,0.075,,0.075
2023-02-02 11:19:04,0.940,,,,,,
2023-02-02 11:49:27,1.000,,,,,,
2023-02-02 15:26:22,0.980,,,,,,
2023-02-02 16:26:25,1.000,,,,,,
2023-02-02 17:45:48,0.990,,,,,,
2023-02-03 00:34:57,0.970,,,,,,
2023-02-03 01:12:09 - 2023-02-03 01:13:43,,,,,,,0.026
2023-02-03 01:35:50,1.000,,,,,,
2023-02-03 02:04:47 - 2023-02-03 02:48:41,,,,,,,0.732
2023-02-03 02:58:26 - 2023-02-03 07:50:00,,,,,,,4.860
2023-02-03 03:00:36 - 2023-02-03 03:03:06,,,,,0.042,,0.042
2023-02-03 03:03:06 - 2023-02-03 03:04:36,,,,0.025,,,
2023-02-03 03:04:36 - 2023-02-03 03:19:06,,,,,0.242,,
2023-02-03 03:04:36 - 2023-02-03 04:01:36,,,,,,,0.950
2023-02-03 03:06:00,0.940,,,,,,
2023-02-03 03:19:06 - 2023-02-03 03:49:06,,,,,,0.500,
2023-02-03 03:36:02,0.930,,,,,,
2023-02-03 03:49:06 - 2023-02-03 03:50:36,,,,,0.025,,
2023-02-03 03:50:36 - 2023-02-03 04:01:36,,0.183,,,,,
2023-02-03 04:01:36 - 2023-02-03 04:06:06,,,,0.075,,,
2023-02-03 04:06:03,0.920,,,,,,
2023-02-03 04:06:06 - 2023-02-03 04:32:36,,,,,0.442,,
2023-02-03 04:06:06 - 2023-02-03 07:00:36,,,,,,,2.908
2023-02-03 04:32:36 - 2023-02-03 04:36:06,,,,,,0.058,
2023-02-03 04:36:06 - 2023-02-03 04:48:36,,,,,0.208,,
2023-02-03 04:48:36 - 2023-02-03 04:49:36,,,,,,0.017,
2023-02-03 04:49:36 - 2023-02-03 05:31:36,,,,,0.700,,
2023-02-03 05:06:04,0.970,,,,,,
2023-02-03 05:31:36 - 2023-02-03 05:33:06,,0.025,,,,,
2023-02-03 05:33:06 - 2023-02-03 05:43:06,,,,,0.167,,
2023-02-03 05:36:15,0.990,,,,,,
2023-02-03 05:43:06 - 2023-02-03 06:00:06,,0.283,,,,,
2023-02-03 06:00:06 - 2023-02-03 06:36:36,,,,,0.608,,
2023-02-03 06:09:51,0.920,,,,,,
2023-02-03 06:36:36 - 2023-02-03 07:00:36,,,,,,0.400,
2023-02-03 06:39:52,0.910,,,,,,
2023-02-03 07:00:36 - 2023-02-03 07:02:06,,,,0.025,,,
2023-02-03 07:02:06 - 2023-02-03 07:39:36,,,,,0.625,,
2023-02-03 07:02:06 - 2023-02-03 08:32:36,,,,,,,1.508
2023-02-03 07:34:40,0.910,,,,,,
2023-02-03 07:39:36 - 2023-02-03 08:06:36,,0.450,,,,,
2023-02-03 08:06:36 - 2023-02-03 08:32:36,,,,,0.433,,
2023-02-03 08:10:33,0.940,,,,,,
2023-02-03 08:32:36 - 2023-02-03 08:33:36,,,,0.017,,,
2023-02-03 08:33:36 - 2023-02-03 09:11:36,,,,,0.633,,
2023-02-03 08:33:36 - 2023-02-03 11:00:06,,,,,,,2.442
2023-02-03 08:45:21,0.960,,,,,,
2023-02-03 09:11:36 - 2023-02-03 09:35:06,,0.392,,,,,
2023-02-03 09:15:37,0.970,,,,,,
2023-02-03 09:35:06 - 2023-02-03 10:34:06,,,,,0.983,,
2023-02-03 09:45:38,0.950,,,,,,
2023-02-03 10:34:06 - 2023-02-03 10:59:06,,0.417,,,,,
2023-02-03 10:35:37,0.970,,,,,,
2023-02-03 10:59:06 - 2023-02-03 11:00:06,,,,,0.017,,
2023-02-03 11:00:06 - 2023-02-03 11:00:36,,,,0.008,,,
2023-02-03 11:00:36 - 2023-02-03 11:43:06,,,,,0.708,,0.708
2023-02-03 11:05:38,0.970,,,,,,
2023-02-03 11:43:06 - 2023-02-03 11:44:06,,,,0.017,,,
2023-02-03 11:44:06 - 2023-02-03 11:46:36,,,,,0.042,,0.042
2023-02-03 11:46:36 - 2023-02-03 11:49:36,,,,0.050,,,
2023-02-03 11:49:36 - 2023-02-03 11:54:36,,,,,0.083,,0.083
2023-02-03 11:54:36 - 2023-02-03 11:56:06,,,,0.025,,,
2023-02-03 11:56:06 - 2023-02-03 11:56:36,,,,,0.008,,
2023-02-03 11:56:06 - 2023-02-03 12:02:06,,,,,,,0.100
2023-02-03 11:56:36 - 2023-02-03 12:02:06,,0.092,,,,,
2023-02-03 12:09:34,0.970,,,,,,
2023-02-03 15:29:34,0.980,,,,,,
2023-02-03 16:07:27,0.980,,,,,,
2023-02-04 00:52:33 - 2023-02-04 01:36:42,,,,,,,0.736
2023-02-04 01:38:25 - 2023-02-04 01:43:57,,,,,,,0.092
2023-02-04 01:45:40 - 2023-02-04 01:46:44,,,,,,,0.018
2023-02-04 01:46:56 - 2023-02-04 01:47:53,,,,,,,0.016
2023-02-04 01:48:35 - 2023-02-04 01:48:44,,,,,,,0.002
2023-02-04 01:48:50 - 2023-02-04 02:12:22,,,,,,,0.392
2023-02-04 02:12:24 - 2023-02-04 02:52:42,,,,,,,0.672
2023-02-04 02:52:48 - 2023-02-04 02:59:15,,,,,,,0.108
2023-02-04 03:02:11 - 2023-02-04 03:02:25,,,,,,,0.004
2023-02-04 03:02:44 - 2023-02-04 03:21:15,,,,,,,0.309
2023-02-04 03:21:33 - 2023-02-04 03:24:49,,,,,,,0.054
2023-02-04 03:25:33 - 2023-02-04 03:26:26,,,,,,,0.015
2023-02-04 03:29:17 - 2023-02-04 03:29:59,,,,,,,0.012
2023-02-04 03:30:04 - 2023-02-04 03:31:18,,,,,,,0.021
2023-02-04 03:31:24 - 2023-02-04 03:32:46,,,,,,,0.023
2023-02-04 03:32:54 - 2023-02-04 03:39:53,,,,,,,0.116
2023-02-04 03:40:04 - 2023-02-04 03:43:14,,,,,,,0.053
2023-02-04 03:43:21 - 2023-02-04 03:45:57,,,,,,,0.043
2023-02-04 03:54:09 - 2023-02-04 03:56:07,,,,,,,0.033
2023-02-04 03:56:20 - 2023-02-04 04:03:09,,,,,,,0.114
2023-02-04 04:03:46 - 2023-02-04 04:04:31,,,,,,,0.012
2023-02-04 04:05:38 - 2023-02-04 04:08:17,,,,,,,0.044
2023-02-04 04:08:21 - 2023-02-04 04:10:24,,,,,,,0.034
2023-02-04 04:21:12,0.970,,,,,,
2023-02-04 04:52:45,0.950,,,,,,
2023-02-04 05:27:08,0.980,,,,,,
2023-02-04 05:36:58 - 2023-02-04 07:50:01,,,,,,,2.218
2023-02-04 05:43:06 - 2023-02-04 05:44:36,,,,,0.025,,0.025
2023-02-04 05:44:36 - 2023-02-04 05:45:36,,,,0.017,,,
2023-02-04 05:45:36 - 2023-02-04 05:58:36,,,,,0.217,,
2023-02-04 05:45:36 - 2023-02-04 07:29:06,,,,,,,1.725
2023-02-04 05:57:09,0.980,,,,,,
2023-02-04 05:58:36 - 2023-02-04 06:44:36,,,,,,0.767,
2023-02-04 06:27:10,0.970,,,,,,
2023-02-04 06:44:36 - 2023-02-04 07:24:06,,,,,0.658,,
2023-02-04 06:57:11,0.950,,,,,,
2023-02-04 07:24:06 - 2023-02-04 07:27:06,,,,,,0.050,
2023-02-04 07:27:06 - 2023-02-04 07:29:06,,,,,0.033,,
2023-02-04 07:29:06 - 2023-02-04 07:30:06,,,,0.017,,,
2023-02-04 07:30:06 - 2023-02-04 08:07:06,,,,,0.617,,
2023-02-04 07:30:06 - 2023-02-04 09:34:36,,,,,,,2.075
2023-02-04 07:30:42,0.940,,,,,,
2023-02-04 08:06:22,0.970,,,,,,
2023-02-04 08:07:06 - 2023-02-04 08:34:36,,0.458,,,,,
2023-02-04 08:34:36 - 2023-02-04 09:14:06,,,,,0.658,,
2023-02-04 08:52:41,0.960,,,,,,
2023-02-04 09:14:06 - 2023-02-04 09:34:06,,,,,,0.333,
2023-02-04 09:22:42,0.940,,,,,,
2023-02-04 09:34:06 - 2023-02-04 09:34:36,,,,,0.008,,
2023-02-04 09:34:36 - 2023-02-04 09:35:06,,,,0.008,,,
2023-02-04 09:35:06 - 2023-02-04 10:25:36,,,,,0.842,,
2023-02-04 09:35:06 - 2023-02-04 11:46:06,,,,,,,2.183
2023-02-04 09:52:43,0.950,,,,,,
2023-02-04 10:22:44,0.930,,,,,,
2023-02-04 10:25:36 - 2023-02-04 10:46:36,,0.350,,,,,
2023-02-04 10:46:36 - 2023-02-04 11:46:06,,,,,0.992,,
2023-02-04 10:52:45,0.980,,,,,,
2023-02-04 11:22:46,0.940,,,,,,
2023-02-04 11:46:06 - 2023-02-04 11:47:06,,,,0.017,,,
2023-02-04 11:47:06 - 2023-02-04 11:51:36,,,,,0.075,,
2023-02-04 11:47:06 - 2023-02-04 11:54:06,,,,,,,0.117
2023-02-04 11:51:36 - 2023-02-04 11:54:06,,0.042,,,,,
2023-02-04 11:54:06 - 2023-02-04 11:54:36,,,,0.008,,,
2023-02-04 11:54:36 - 2023-02-04 12:09:36,,0.250,,,,,0.250
2023-02-04 11:54:59,0.930,,,,,,
2023-02-04 12:27:07,0.970,,,,,,
2023-02-04 17:22:24,0.980,,,,,,
2023-02-04 17:52:25,0.930,,,,,,
2023-02-05 01:26:51 - 2023-02-05 01:30:22,,,,,,,0.059
2023-02-05 01:32:23 - 2023-02-05 01:36:10,,,,,,,0.063
2023-02-05 01:50:21 - 2023-02-05 02:07:51,,,,,,,0.292
2023-02-05 02:07:56 - 2023-02-05 02:25:28,,,,,,,0.292
2023-02-05 02:25:44 - 2023-02-05 07:50:00,,,,,,,5.405
2023-02-05 03:06:29 - 2023-02-05 03:20:59,,,,,0.242,,
2023-02-05 03:06:29 - 2023-02-05 04:05:29,,,,,,,0.983
2023-02-05 03:15:20,0.980,,,,,,
2023-02-05 03:20:59 - 2023-02-05 04:05:29,,,,,,0.742,
2023-02-05 03:45:21,0.970,,,,,,
2023-02-05 04:05:29 - 2023-02-05 04:05:59,,,,0.008,,,
2023-02-05 04:05:59 - 2023-02-05 04:27:59,,,,,0.367,,
2023-02-05 04:05:59 - 2023-02-05 08:13:29,,,,,,,4.125
2023-02-05 04:15:24,0.950,,,,,,
2023-02-05 04:27:59 - 2023-02-05 04:36:59,,0.150,,,,,
2023-02-05 04:36:59 - 2023-02-05 05:10:29,,,,,0.558,,
2023-02-05 04:45:25,1.000,,,,,,
2023-02-05 05:10:29 - 2023-02-05 05:39:29,,,,,,0.483,
2023-02-05 05:15:26,0.890,,,,,,
2023-02-05 05:39:29 - 2023-02-05 05:55:29,,,,,0.267,,
2023-02-05 05:45:27,0.980,,,,,,
2023-02-05 05:55:29 - 2023-02-05 06:18:59,,0.392,,,,,
2023-02-05 06:18:20,0.890,,,,,,
2023-02-05 06:18:59 - 2023-02-05 07:47:59,,,,,1.483,,
2023-02-05 06:48:21,0.970,,,,,,
2023-02-05 07:18:21,0.940,,,,,,
2023-02-05 07:47:59 - 2023-02-05 08:13:29,,0.425,,,,,
2023-02-05 07:48:22,1.000,,,,,,
2023-02-05 08:13:29 - 2023-02-05 08:13:59,,,,0.008,,,
2023-02-05 08:13:59 - 2023-02-05 08:32:29,,0.308,,,,,
2023-02-05 08:13:59 - 2023-02-05 09:09:29,,,,,,,0.925
2023-02-05 08:18:23,0.970,,,,,,
2023-02-05 08:32:29 - 2023-02-05 09:09:29,,,,,0.617,,
2023-02-05 08:48:24,0.930,,,,,,
2023-02-05 09:09:29 - 2023-02-05 09:09:59,,,,0.008,,,
2023-02-05 09:09:59 - 2023-02-05 09:50:29,,,,,0.675,,
2023-02-05 09:09:59 - 2023-02-05 10:33:59,,,,,,,1.400
2023-02-05 09:18:25,0.950,,,,,,
2023-02-05 09:48:26,0.980,,,,,,
2023-02-05 09:50:29 - 2023-02-05 10:31:59,,0.692,,,,,
2023-02-05 10:26:44,0.980,,,,,,
2023-02-05 10:31:59 - 2023-02-05 10:33:59,,,,,0.033,,
2023-02-05 10:33:59 - 2023-02-05 10:34:59,,,,0.017,,,
2023-02-05 10:34:59 - 2023-02-05 11:30:29,,,,,0.925,,
2023-02-05 10:34:59 - 2023-02-05 12:09:29,,,,,,,1.575
2023-02-05 10:56:45,1.000,,,,,,
2023-02-05 11:30:29 - 2023-02-05 11:53:29,,0.383,,,,,
2023-02-05 11:39:06,0.960,,,,,,
2023-02-05 11:53:29 - 2023-02-05 12:09:29,,,,,0.267,,
2023-02-05 12:09:07,0.970,,,,,,
2023-02-06 01:29:28 - 2023-02-06 01:35:29,,,,,,,0.100
2023-02-06 01:46:49 - 2023-02-06 01:50:34,,,,,,,0.062
2023-02-06 01:51:27 - 2023-02-06 01:52:09,,,,,,,0.012
2023-02-06 01:53:35 - 2023-02-06 02:02:47,,,,,,,0.153
2023-02-06 02:04:03 - 2023-02-06 02:07:11,,,,,,,0.052
2023-02-06 02:09:12 - 2023-02-06 02:44:41,,,,,,,0.591
2023-02-06 02:48:04,1.000,,,,,,
2023-02-06 02:50:20 - 2023-02-06 03:27:13,,,,,,,0.615
2023-02-06 04:11:29 - 2023-02-06 07:50:00,,,,,,,3.642
2023-02-06 04:19:38 - 2023-02-06 04:23:38,,,,,0.067,,0.067
2023-02-06 04:23:38 - 2023-02-06 04:24:08,,,,0.008,,,
2023-02-06 04:24:08 - 2023-02-06 04:27:08,,,,,0.050,,0.050
2023-02-06 04:27:08 - 2023-02-06 04:27:38,,,,0.008,,,
2023-02-06 04:27:38 - 2023-02-06 04:41:38,,,,,0.233,,
2023-02-06 04:27:38 - 2023-02-06 09:28:08,,,,,,,5.008
2023-02-06 04:41:38 - 2023-02-06 04:51:08,,,,,,0.158,
2023-02-06 04:46:35,0.930,,,,,,
2023-02-06 04:51:08 - 2023-02-06 04:56:08,,,,,0.083,,
2023-02-06 04:56:08 - 2023-02-06 05:00:38,,,,,,0.075,
2023-02-06 05:00:38 - 2023-02-06 05:06:38,,,,,0.100,,
2023-02-06 05:06:38 - 2023-02-06 05:26:38,,,,,,0.333,
2023-02-06 05:16:36,0.930,,,,,,
2023-02-06 05:26:38 - 2023-02-06 05:46:38,,,,,0.333,,
2023-02-06 05:46:37,0.930,,,,,,
2023-02-06 05:46:38 - 2023-02-06 06:01:08,,,,,,0.242,
2023-02-06 06:01:08 - 2023-02-06 06:18:08,,,,,0.283,,
2023-02-06 06:16:38,0.910,,,,,,
2023-02-06 06:18:08 - 2023-02-06 06:36:38,,,,,,0.308,
2023-02-06 06:36:38 - 2023-02-06 06:41:08,,,,,0.075,,
2023-02-06 06:41:08 - 2023-02-06 07:04:08,,0.383,,,,,
2023-02-06 06:46:39,0.930,,,,,,
2023-02-06 07:04:08 - 2023-02-06 08:15:08,,,,,1.183,,
2023-02-06 07:26:07,0.940,,,,,,
2023-02-06 07:56:08,0.940,,,,,,
2023-02-06 08:15:08 - 2023-02-06 08:42:38,,0.458,,,,,
2023-02-06 08:27:16,0.970,,,,,,
2023-02-06 08:42:38 - 2023-02-06 09:28:08,,,,,0.758,,
2023-02-06 08:57:17,0.970,,,,,,
2023-02-06 09:27:18,0.970,,,,,,
2023-02-06 09:28:08 - 2023-02-06 09:30:08,,,,0.033,,,
2023-02-06 09:30:08 - 2023-02-06 09:47:38,,,,,0.292,,
2023-02-06 09:30:08 - 2023-02-06 11:09:38,,,,,,,1.658
2023-02-06 09:47:38 - 2023-02-06 10:15:08,,0.458,,,,,
2023-02-06 09:57:17,0.970,,,,,,
2023-02-06 10:15:08 - 2023-02-06 11:09:38,,,,,0.908,,
2023-02-06 10:38:18,0.960,,,,,,
2023-02-06 11:08:19,0.970,,,,,,
2023-02-06 11:09:38 - 2023-02-06 11:10:38,,,,0.017,,,
2023-02-06 11:10:38 - 2023-02-06 11:19:08,,,,,0.142,,
2023-02-06 11:10:38 - 2023-02-06 11:22:38,,,,,,,0.200
2023-02-06 11:19:08 - 2023-02-06 11:22:38,,0.058,,,,,
2023-02-06 11:22:38 - 2023-02-06 11:23:38,,,,0.017,,,
2023-02-06 11:23:38 - 2023-02-06 11:24:08,,,,,0.008,,
2023-02-06 11:23:38 - 2023-02-06 11:27:38,,,,,,,0.067
2023-02-06 11:24:08 - 2023-02-06 11:27:38,,0.058,,,,,
2023-02-06 11:27:38 - 2023-02-06 11:31:38,,,,0.067,,,
2023-02-06 11:31:38 - 2023-02-06 11:36:08,,,,,0.075,,0.075
2023-02-06 11:36:08 - 2023-02-06 11:37:08,,,,0.017,,,
2023-02-06 11:37:08 - 2023-02-06 11:48:38,,,,,0.192,,
2023-02-06 11:37:08 - 2023-02-06 11:49:08,,,,,,,0.200
2023-02-06 11:38:20,0.950,,,,,,
2023-02-06 11:48:38 - 2023-02-06 11:49:08,,0.008,,,,,
2023-02-06 16:24:01,0.940,,,,,,
2023-02-06 21:07:16,1.000,,,,,,
2023-02-07 00:56:33 - 2023-02-07 01:12:02,,,,,,,0.258
2023-02-07 01:17:06 - 2023-02-07 01:21:36,,,,,0.075,,0.075
2023-02-07 01:21:36 - 2023-02-07 01:22:36,,,,0.017,,,
2023-02-07 01:22:36 - 2023-02-07 01:31:36,,,,,0.150,,0.150
2023-02-07 01:31:36 - 2023-02-07 01:33:06,,,,0.025,,,
2023-02-07 01:33:06 - 2023-02-07 01:44:06,,,,,0.183,,0.183
2023-02-07 01:44:06 - 2023-02-07 01:47:36,,,,0.058,,,
2023-02-07 01:47:36 - 2023-02-07 01:50:36,,,,,0.050,,0.050
2023-02-07 01:50:36 - 2023-02-07 01:55:06,,,,0.075,,,
2023-02-07 01:55:06 - 2023-02-07 01:56:36,,,,,0.025,,0.025
2023-02-07 01:56:36 - 2023-02-07 01:58:36,,,,0.033,,,
2023-02-07 01:58:36 - 2023-02-07 02:02:36,,,,,0.067,,0.067
2023-02-07 02:02:36 - 2023-02-07 02:26:06,,,,0.392,,,
2023-02-07 02:20:33,0.980,,,,,,
2023-02-07 02:26:06 - 2023-02-07 02:35:36,,,,,0.158,,0.158
2023-02-07 02:35:36 - 2023-02-07 02:37:06,,,,0.025,,,
2023-02-07 02:37:06 - 2023-02-07 02:54:06,,,,,0.283,,0.283
2023-02-07 02:54:06 - 2023-02-07 02:55:06,,,,0.017,,,
2023-02-07 02:55:06 - 2023-02-07 03:03:36,,,,,0.142,,0.142
2023-02-07 03:02:59 - 2023-02-07 03:04:08,,,,,,,0.019
2023-02-07 03:03:36 - 2023-02-07 03:05:36,,,,0.033,,,
2023-02-07 03:04:53 - 2023-02-07 07:50:00,,,,,,,4.752
